temperatura,vibracao,corrente_eletrica,rotacao,carga_maquina,tempo_operacao_horas,turno,tipo_equipamento,historico_manutencao,dias_desde_ultima_manutencao,falha_ocorrida,tempo_ate_falha_horas
82.86,3.665,32.31,1977.0,68.89,4366.8,tarde,compressor,0,39.4,0,488.8
72.76,2.773,26.17,1239.0,48.74,4921.5,manha,prensa,1,51.4,0,464.9
88.25,2.701,36.89,2685.0,90.91,1730.3,tarde,CNC,3,51.3,0,363.3
73.97,2.675,33.34,2600.0,68.08,1208.6,manha,CNC,2,44.4,0,652.0
61.84,0.825,19.14,2440.0,13.5,3539.6,tarde,bomba,2,58.1,0,978.5
65.67,2.295,27.35,1067.0,47.26,721.2,tarde,prensa,2,74.9,0,733.5
83.62,3.201,39.32,2490.0,87.79,3682.7,noite,CNC,0,70.8,0,247.2
75.43,3.116,30.45,2774.0,74.2,3847.1,tarde,CNC,5,34.1,0,418.4
76.4,2.601,27.48,2369.0,57.29,1643.8,manha,CNC,2,45.0,0,527.5
71.97,1.564,28.57,1512.0,53.36,325.5,manha,esteira,1,23.7,0,877.6
74.09,1.899,20.89,2641.0,33.78,4080.9,manha,CNC,0,69.5,0,581.3
85.12,2.814,33.52,2424.0,70.8,5116.6,tarde,bomba,2,29.4,0,465.6
76.9,2.966,29.25,1271.0,63.46,4920.7,noite,prensa,0,6.6,0,542.7
83.56,3.841,36.24,2576.0,92.86,5011.4,noite,CNC,4,36.7,0,381.4
82.66,2.699,36.02,2347.0,80.07,946.3,tarde,bomba,1,71.7,0,461.9
70.66,2.323,24.62,2286.0,48.36,2421.8,manha,bomba,1,74.3,0,585.7
73.35,2.184,25.86,1686.0,62.01,2750.6,noite,esteira,2,101.5,0,593.1
79.65,2.783,25.71,2116.0,58.14,2509.6,manha,compressor,2,180.9,0,473.6
83.59,2.605,36.91,2090.0,87.73,3443.4,tarde,compressor,4,52.7,0,425.9
84.03,2.291,32.15,2638.0,60.95,1157.0,noite,CNC,5,46.4,0,671.9
71.08,2.745,26.56,1454.0,57.06,705.9,tarde,esteira,1,57.4,0,562.0
77.4,3.136,35.52,1531.0,78.05,544.7,manha,esteira,2,40.4,0,485.4
87.25,3.429,36.49,2512.0,89.61,4130.4,manha,CNC,1,21.7,0,469.4
86.54,3.113,32.21,2282.0,67.08,938.5,tarde,compressor,3,20.3,0,459.3
80.38,3.377,35.66,1118.0,76.84,2499.8,manha,prensa,3,48.8,0,437.1
67.51,2.743,24.47,2457.0,52.99,1594.9,tarde,CNC,0,121.8,0,514.4
76.97,1.606,32.02,2476.0,62.52,1642.3,tarde,compressor,3,38.5,0,697.3
75.58,4.113,31.07,2365.0,83.72,2064.2,manha,bomba,1,82.6,0,240.0
75.42,2.772,26.46,1948.0,58.07,1688.7,manha,compressor,1,108.3,0,586.5
72.62,1.945,19.3,2732.0,24.32,707.2,noite,CNC,5,81.9,0,573.5
75.56,3.598,31.94,1889.0,63.15,2065.2,tarde,compressor,2,87.7,0,600.0
68.69,2.397,29.16,2568.0,52.1,1386.3,noite,CNC,5,21.7,0,783.3
85.69,4.141,37.34,2502.0,85.82,1340.6,tarde,bomba,4,44.1,0,448.7
75.94,2.196,31.72,1793.0,71.25,5943.9,manha,esteira,2,15.7,0,574.0
78.17,2.762,28.4,2553.0,56.9,834.9,tarde,bomba,4,33.6,0,612.7
70.21,2.081,27.9,2758.0,47.48,2004.5,tarde,CNC,3,20.1,0,572.3
71.83,2.145,25.16,1689.0,42.01,2630.4,tarde,esteira,2,72.1,0,666.1
77.38,2.862,35.26,2578.0,83.82,5947.6,noite,CNC,3,20.0,0,575.4
74.52,2.296,33.32,1341.0,79.63,1073.7,noite,esteira,2,20.3,0,749.0
85.23,4.129,35.66,1947.0,85.3,4776.0,noite,compressor,4,50.4,0,541.1
81.36,3.183,41.1,1699.0,95.16,2055.8,tarde,esteira,3,11.0,0,364.9
93.93,3.663,36.3,2425.0,78.64,2103.0,tarde,CNC,3,170.8,0,263.4
86.82,2.372,36.33,2616.0,84.36,3327.0,tarde,CNC,0,43.4,0,240.0
84.7,2.42,31.81,2358.0,71.91,5202.1,manha,bomba,4,106.7,0,461.0
79.74,2.426,34.18,2711.0,79.61,1680.3,noite,CNC,0,21.2,0,533.0
78.3,3.092,37.17,2696.0,85.37,2748.0,noite,CNC,2,64.8,0,430.4
76.36,2.044,26.62,1600.0,44.89,2527.7,manha,esteira,0,73.9,0,637.4
65.88,2.346,27.57,1913.0,57.22,2455.0,noite,esteira,1,25.0,0,764.5
67.32,2.796,20.04,2713.0,31.39,3661.5,noite,CNC,2,85.4,0,353.7
88.67,4.046,37.05,1414.0,94.57,1451.2,tarde,prensa,5,33.0,0,481.9
84.27,2.408,31.58,1533.0,62.03,1830.9,noite,esteira,2,38.3,0,486.4
81.21,1.838,28.83,1810.0,68.1,722.2,manha,esteira,3,24.8,0,656.5
82.95,3.315,36.22,2278.0,75.66,3175.6,manha,bomba,1,88.2,0,486.7
93.51,3.354,37.82,2514.0,92.64,2386.9,manha,bomba,2,64.0,0,318.6
74.25,2.918,32.39,2365.0,59.89,5128.6,tarde,bomba,1,61.3,0,419.2
84.11,3.555,35.34,2527.0,85.94,1057.1,manha,bomba,3,60.1,0,645.8
90.76,3.332,30.72,1256.0,81.44,6369.0,noite,prensa,1,62.7,0,339.5
64.71,2.839,24.61,2820.0,41.63,3487.9,manha,CNC,2,31.8,0,536.0
83.26,2.429,32.53,2143.0,76.69,331.9,manha,compressor,3,81.3,0,287.1
78.77,2.959,29.5,2647.0,66.35,3400.5,tarde,CNC,1,28.2,0,498.2
84.11,2.81,35.62,1362.0,80.79,1569.8,manha,prensa,3,60.8,0,639.7
70.48,2.684,26.04,1973.0,50.87,1948.8,noite,compressor,1,47.5,0,775.2
81.0,2.878,30.66,2184.0,77.45,1748.6,manha,bomba,2,36.8,0,323.7
78.9,2.557,30.69,1214.0,71.63,4610.0,noite,esteira,1,48.4,0,552.3
76.29,2.488,33.32,1479.0,68.22,638.0,tarde,prensa,3,61.2,0,690.5
74.7,1.986,25.52,2668.0,42.78,2128.7,manha,CNC,5,81.1,0,505.9
88.19,3.144,34.77,1569.0,91.74,2240.2,manha,esteira,2,54.6,0,623.3
77.36,3.286,31.36,1175.0,70.55,1709.3,manha,prensa,3,94.7,0,344.7
73.39,3.064,28.86,2697.0,46.09,1245.4,noite,CNC,4,33.2,0,768.4
80.03,2.171,32.04,1449.0,67.3,394.8,tarde,esteira,2,43.3,0,673.9
90.29,2.686,36.65,2053.0,83.65,2150.4,tarde,compressor,4,73.2,0,458.7
68.07,2.229,25.72,2182.0,38.65,3170.8,manha,bomba,3,21.3,0,607.9
84.57,2.504,27.53,2075.0,63.98,2388.6,noite,bomba,4,197.1,0,240.0
82.51,3.91,35.18,2459.0,85.85,1246.3,manha,CNC,2,87.4,0,289.1
72.83,2.407,27.62,2556.0,41.18,2254.5,tarde,CNC,0,22.6,0,832.2
83.22,3.297,30.33,2733.0,82.31,5163.7,noite,CNC,6,145.7,1,1.0
74.89,2.145,30.45,2990.0,82.36,1493.5,manha,CNC,0,33.5,0,490.5
79.79,2.518,27.94,2508.0,61.55,2600.8,tarde,bomba,1,137.9,0,332.5
77.75,2.89,25.59,1648.0,45.94,2821.9,manha,compressor,4,83.2,0,254.3
85.78,2.623,36.61,2894.0,90.48,881.4,manha,CNC,1,17.9,0,588.8
66.78,2.456,23.06,2363.0,43.2,1891.7,noite,bomba,2,27.3,0,818.4
68.16,3.048,33.16,2215.0,73.87,1905.9,tarde,bomba,3,19.8,0,672.8
78.31,2.232,33.97,2650.0,59.07,2331.7,noite,bomba,1,42.8,0,679.5
86.78,3.571,31.13,1145.0,69.11,4522.2,tarde,prensa,2,94.1,0,481.4
73.08,3.644,28.89,1932.0,68.98,1030.2,manha,compressor,1,127.2,0,240.0
81.19,3.273,34.86,1431.0,89.32,4683.0,tarde,esteira,2,24.6,0,496.3
81.0,3.464,37.83,2597.0,92.51,3310.4,tarde,CNC,0,22.0,0,391.2
81.84,2.799,33.82,1553.0,78.67,6468.8,manha,esteira,5,67.2,0,240.0
86.36,3.799,35.95,1281.0,79.7,500.2,tarde,prensa,5,18.4,0,652.3
78.9,2.382,33.23,1421.0,80.59,300.7,tarde,esteira,3,93.1,0,644.6
85.5,3.573,37.13,2065.0,90.69,8465.9,noite,bomba,2,78.5,0,240.0
78.85,3.005,37.11,2315.0,70.73,853.7,manha,bomba,2,55.2,0,461.6
78.34,3.395,35.57,2079.0,90.01,1307.5,noite,compressor,0,90.8,0,425.1
82.6,2.698,32.76,2298.0,73.73,1315.7,manha,bomba,2,89.0,0,432.9
76.52,1.572,29.72,1550.0,57.43,3218.9,manha,esteira,2,27.0,0,575.3
77.36,2.4,36.43,1260.0,67.12,1994.7,manha,prensa,1,21.5,0,693.0
65.9,3.109,25.02,2549.0,32.2,1446.4,noite,bomba,4,50.8,0,451.4
74.76,2.668,28.28,2637.0,52.53,5808.2,manha,CNC,5,92.2,0,491.3
81.76,3.54,35.47,2528.0,91.09,433.6,tarde,bomba,1,25.9,0,422.2
71.05,2.021,29.08,2624.0,45.29,4038.0,manha,CNC,2,22.6,0,779.9
71.4,2.137,31.56,2877.0,70.71,2208.3,tarde,CNC,1,23.5,0,776.7
89.8,3.212,41.61,2005.0,97.99,1429.4,noite,compressor,1,39.0,0,383.7
75.87,2.749,32.93,1441.0,79.64,1546.2,manha,esteira,0,4.4,0,524.0
73.4,1.379,27.02,2831.0,53.52,1869.8,noite,CNC,1,28.9,0,853.5
66.18,2.854,20.87,2566.0,33.97,1327.5,manha,CNC,3,70.7,0,612.9
89.83,3.887,39.32,2455.0,98.01,3675.8,manha,CNC,2,91.8,0,240.0
83.54,2.766,27.5,1317.0,66.9,1771.4,tarde,esteira,3,171.5,0,240.0
75.65,2.164,31.66,2331.0,57.95,3374.5,tarde,bomba,2,49.5,0,934.7
66.43,2.042,25.22,2634.0,54.42,1562.4,manha,CNC,0,34.9,0,682.1
86.17,4.15,32.05,2631.0,86.39,2573.6,tarde,CNC,5,149.7,0,341.0
79.29,2.042,32.14,2499.0,71.82,2573.0,manha,bomba,5,53.5,0,604.5
78.47,2.833,33.16,2082.0,65.61,2317.6,tarde,compressor,2,54.5,0,677.0
80.14,3.845,33.74,2470.0,79.92,4767.4,tarde,bomba,1,112.3,0,397.9
73.34,1.639,28.25,2177.0,45.13,5040.4,noite,compressor,2,14.5,0,383.7
88.87,3.136,36.98,1088.0,88.04,3564.3,tarde,prensa,2,56.3,0,502.3
68.62,1.585,25.27,1951.0,32.7,4230.8,tarde,compressor,4,19.9,0,722.0
88.79,2.493,39.56,2340.0,89.65,3452.3,tarde,bomba,2,11.2,0,345.4
75.03,2.685,30.69,2389.0,71.67,1691.0,manha,CNC,1,27.2,0,754.3
84.97,4.1,38.15,1189.0,96.03,2098.3,manha,prensa,1,133.1,0,240.0
70.85,2.06,22.88,1229.0,46.37,503.1,noite,prensa,4,14.6,0,1069.4
61.39,1.26,29.2,1755.0,49.47,1185.8,manha,esteira,0,38.9,0,749.8
88.28,3.276,37.27,2189.0,95.38,858.1,noite,compressor,1,86.6,0,539.7
72.32,2.478,29.16,2634.0,57.73,1420.9,manha,CNC,0,28.5,0,715.4
77.34,2.736,26.93,1578.0,51.32,2697.1,noite,esteira,2,169.8,0,240.0
63.19,1.499,25.14,1510.0,49.21,1651.2,manha,esteira,1,52.1,0,604.3
80.03,2.42,32.61,2711.0,65.82,3778.2,noite,CNC,1,13.3,0,649.1
83.85,3.451,36.61,1838.0,84.56,1218.1,tarde,compressor,1,26.8,0,510.9
85.09,2.854,31.22,2024.0,69.29,3283.0,manha,compressor,1,14.2,0,556.3
77.13,2.073,36.68,1554.0,78.24,1144.7,tarde,esteira,3,29.5,0,772.5
72.61,2.436,27.67,2354.0,43.37,4576.0,tarde,bomba,3,42.7,0,605.1
79.75,2.437,34.35,2563.0,66.46,1216.3,manha,bomba,4,87.8,0,549.1
77.13,3.314,30.74,2368.0,82.95,3004.8,manha,bomba,1,191.4,0,240.0
70.93,1.977,21.46,2734.0,27.82,1448.2,tarde,CNC,4,43.9,0,613.4
82.27,2.859,34.91,2063.0,72.92,5473.3,noite,compressor,0,79.0,0,240.0
66.79,2.199,23.38,2634.0,43.55,5344.3,manha,CNC,1,48.2,0,254.9
84.58,3.655,36.97,1620.0,98.42,2944.9,noite,esteira,1,25.7,0,403.5
83.14,3.897,29.65,2321.0,66.74,2910.6,manha,compressor,2,32.4,0,303.6
88.13,3.138,38.45,1742.0,93.97,3617.8,manha,compressor,3,125.6,0,351.3
83.48,2.727,34.76,2504.0,85.71,3250.7,tarde,CNC,1,37.3,0,546.3
76.99,4.025,32.66,2592.0,83.48,3901.1,manha,CNC,1,140.2,0,436.9
74.98,2.126,35.91,2585.0,73.65,1197.3,manha,bomba,3,55.2,0,669.5
80.46,2.692,32.47,2740.0,65.95,2318.0,tarde,CNC,6,58.5,0,320.0
72.59,2.989,24.48,2522.0,29.81,1520.0,manha,CNC,2,109.8,0,408.4
80.16,2.52,33.43,1442.0,76.61,5297.6,manha,esteira,1,61.4,0,240.0
84.24,2.819,36.8,2203.0,82.49,962.3,tarde,compressor,1,3.7,0,610.3
79.01,2.489,33.3,1984.0,69.82,5830.7,tarde,compressor,3,29.9,0,693.2
84.94,3.681,31.97,2095.0,84.81,2343.5,noite,compressor,1,58.1,1,84.4
74.21,1.962,36.18,1409.0,74.2,3935.9,tarde,esteira,3,62.7,0,653.3
81.19,2.897,38.07,2131.0,80.24,1641.8,tarde,compressor,4,61.7,0,404.2
77.33,1.941,32.09,1614.0,76.64,904.1,manha,esteira,2,49.5,0,598.4
78.99,3.333,31.92,843.0,84.39,5178.4,noite,prensa,1,56.8,0,452.2
84.63,3.572,26.21,2591.0,51.74,3102.1,manha,bomba,9,116.6,0,240.0
73.82,2.776,28.34,2349.0,62.22,1026.2,manha,compressor,1,40.0,0,660.7
76.84,2.646,31.65,1246.0,67.4,2156.4,noite,esteira,6,49.6,0,777.9
76.09,3.274,31.41,2024.0,70.13,2055.9,noite,compressor,1,94.6,0,616.5
68.01,3.083,29.76,1838.0,65.88,3038.6,tarde,compressor,2,97.0,0,500.8
79.36,2.778,30.16,2151.0,55.3,1193.6,manha,bomba,4,21.1,0,702.4
72.91,2.613,27.69,2220.0,50.19,1009.6,manha,compressor,2,9.4,0,686.7
73.93,2.597,36.06,2854.0,80.93,2512.0,tarde,CNC,3,84.3,0,260.3
71.97,3.169,28.63,2066.0,54.26,1242.5,noite,compressor,4,69.1,0,748.7
91.35,3.347,38.46,2815.0,81.55,5271.1,tarde,CNC,3,52.8,0,240.0
79.97,3.161,34.42,1964.0,58.21,3719.7,manha,compressor,4,89.3,0,594.1
72.86,2.221,35.84,2198.0,87.3,3656.4,manha,bomba,1,45.3,0,358.7
81.09,3.141,34.58,1180.0,83.54,493.6,tarde,prensa,1,67.1,0,421.9
83.26,3.081,36.48,2541.0,90.58,1685.3,tarde,CNC,1,37.4,0,642.3
87.11,2.899,39.81,2450.0,95.33,1915.2,manha,bomba,6,29.4,0,358.2
79.44,3.291,34.59,2239.0,72.16,1109.3,manha,compressor,0,44.4,0,429.7
70.73,1.887,28.05,2512.0,70.62,3257.7,manha,CNC,2,15.0,0,572.4
74.21,3.944,32.26,2482.0,66.5,3004.3,manha,CNC,2,27.5,0,500.9
61.49,1.419,19.9,2750.0,19.35,3570.7,tarde,CNC,3,51.5,0,813.2
79.63,2.949,30.65,2581.0,60.34,4182.5,manha,CNC,3,68.6,0,498.4
79.23,3.288,32.77,2702.0,73.17,4061.2,tarde,CNC,3,108.4,0,330.2
77.79,3.745,29.59,1918.0,60.82,8874.1,noite,compressor,1,49.4,0,284.5
75.85,3.348,28.09,2323.0,67.87,2271.9,noite,bomba,2,28.7,0,714.1
79.35,2.847,32.49,2780.0,86.89,2036.3,noite,CNC,0,20.0,0,519.7
92.11,3.582,36.43,2707.0,90.48,3232.8,manha,CNC,2,103.3,0,394.5
82.97,2.69,31.25,2803.0,66.39,4613.1,manha,CNC,7,58.5,0,240.0
87.15,2.531,36.16,2381.0,88.61,711.4,manha,bomba,0,47.8,0,305.1
69.43,2.553,28.42,2252.0,50.72,1362.5,tarde,compressor,1,59.7,0,480.0
78.3,2.669,29.26,2450.0,64.86,1580.2,manha,bomba,3,90.0,0,873.3
88.63,3.483,33.46,2650.0,87.72,2414.9,manha,CNC,1,128.9,0,245.9
72.94,2.348,33.93,2563.0,70.59,1691.6,manha,CNC,1,17.5,0,862.3
73.72,3.01,32.1,1311.0,64.95,4220.5,manha,prensa,4,45.1,0,695.8
74.13,3.183,29.62,2595.0,65.9,2623.8,tarde,CNC,2,85.0,0,397.0
70.96,2.008,33.06,2907.0,67.97,2140.7,tarde,CNC,2,18.7,0,877.3
79.53,3.135,25.55,2587.0,48.26,3020.4,tarde,CNC,2,158.6,0,438.0
70.99,2.69,23.47,1225.0,27.57,556.8,noite,prensa,0,44.7,0,748.2
79.22,2.613,32.28,2507.0,68.95,2933.8,manha,bomba,2,172.6,0,320.6
71.03,2.162,26.54,2444.0,51.66,1267.4,manha,bomba,2,16.4,0,742.0
80.59,3.57,34.75,1079.0,76.67,3790.8,tarde,prensa,4,100.9,0,463.6
91.17,3.308,33.13,2454.0,84.61,634.4,tarde,CNC,5,32.3,0,442.8
84.95,3.891,37.3,1093.0,92.81,3139.7,tarde,prensa,1,53.7,0,302.9
81.85,3.76,35.93,2391.0,87.8,1291.2,manha,CNC,3,79.1,0,299.0
76.27,2.914,27.2,2345.0,58.13,4666.5,noite,bomba,1,95.7,0,480.0
71.03,2.233,30.63,2192.0,57.3,757.2,manha,compressor,5,71.0,0,679.8
74.15,2.295,29.33,2009.0,45.77,2361.1,manha,compressor,2,51.9,0,669.4
84.01,3.513,31.16,1552.0,64.08,3474.1,tarde,prensa,2,58.9,0,443.3
78.47,2.934,29.05,2361.0,54.71,2833.5,noite,CNC,1,233.7,0,271.7
89.56,3.816,35.88,1256.0,87.43,2822.5,tarde,prensa,3,105.8,0,250.5
76.18,3.583,35.38,2136.0,85.74,956.7,noite,compressor,4,25.3,0,421.7
77.58,3.191,33.84,2349.0,83.83,911.7,manha,bomba,1,58.1,0,359.7
71.31,2.832,24.66,1194.0,35.23,2757.8,tarde,prensa,6,73.7,0,578.7
66.03,2.319,27.89,2880.0,55.15,2508.3,noite,CNC,1,6.0,0,681.3
84.89,3.28,37.85,1340.0,79.66,1146.6,tarde,prensa,4,113.9,0,311.2
78.08,3.501,33.5,2544.0,79.42,1101.2,manha,bomba,1,27.4,0,569.5
71.37,2.991,24.78,1398.0,47.58,2161.5,noite,esteira,5,34.4,0,609.3
71.23,2.863,24.45,2735.0,51.76,1805.4,manha,CNC,2,21.4,0,454.2
79.01,3.362,33.24,2450.0,66.34,6340.4,tarde,bomba,4,101.5,0,324.7
61.3,2.241,27.76,2473.0,39.91,4826.0,noite,bomba,3,81.6,1,179.6
75.81,3.242,28.44,1853.0,63.2,3710.6,noite,compressor,2,105.0,0,240.0
78.16,2.902,28.94,2621.0,49.39,5167.2,noite,CNC,1,135.3,0,334.2
76.74,3.601,35.62,2673.0,82.29,1505.0,noite,CNC,2,63.4,0,582.8
72.37,2.595,32.18,1683.0,73.46,1655.7,manha,esteira,0,38.2,0,723.1
74.83,3.044,27.23,2583.0,58.44,4428.9,noite,CNC,2,64.1,0,675.2
71.61,2.215,30.31,1381.0,60.05,2356.7,tarde,esteira,1,34.2,0,904.9
88.15,2.297,38.81,1082.0,86.7,2445.6,tarde,prensa,3,78.1,0,346.2
73.49,3.073,29.33,2671.0,44.7,1049.5,tarde,CNC,2,116.4,0,497.3
66.41,2.145,25.06,2789.0,34.32,4312.7,noite,CNC,1,28.8,0,865.2
70.04,3.138,32.11,2340.0,64.17,3228.7,tarde,bomba,3,64.5,0,513.7
81.2,1.981,21.26,2683.0,35.28,1939.7,noite,CNC,1,51.0,0,601.7
70.61,2.881,27.5,2145.0,44.58,1663.8,manha,bomba,2,53.5,0,539.9
85.22,2.93,34.76,2080.0,75.91,4713.3,manha,bomba,3,100.3,0,240.0
60.86,2.187,24.62,2459.0,41.83,1517.2,tarde,bomba,2,74.6,0,841.7
76.3,2.692,31.64,2159.0,66.27,825.2,manha,compressor,1,45.3,0,695.6
66.25,1.439,22.02,2478.0,30.19,4865.9,tarde,bomba,2,49.3,0,831.3
70.07,2.601,23.08,2107.0,44.16,4922.0,manha,bomba,5,58.6,0,511.0
82.59,3.208,34.34,2833.0,74.06,1513.3,tarde,CNC,4,56.1,0,598.4
79.59,3.276,36.5,2289.0,73.25,7040.6,manha,bomba,4,58.6,0,525.2
78.72,4.056,30.88,1142.0,71.69,2194.5,manha,prensa,1,89.7,0,309.1
78.85,2.27,33.73,2506.0,77.45,1524.5,tarde,bomba,1,21.1,0,567.2
84.11,2.566,32.2,2063.0,80.72,3167.2,manha,compressor,4,75.2,0,442.2
73.57,2.335,31.22,2292.0,63.45,939.2,manha,compressor,7,80.6,0,687.5
83.27,3.103,29.96,2691.0,64.93,1236.7,manha,CNC,4,166.5,0,387.1
72.07,3.019,28.54,2848.0,55.83,2768.3,manha,CNC,2,51.7,0,529.3
83.47,3.325,37.72,2568.0,86.27,2479.3,tarde,CNC,1,74.4,0,675.7
85.75,2.842,32.31,1362.0,65.8,3926.4,manha,prensa,2,99.8,0,240.0
84.45,3.03,28.08,2363.0,50.75,1041.2,manha,CNC,1,73.4,0,683.7
82.48,2.838,32.77,1491.0,82.91,6365.5,tarde,esteira,1,10.1,0,308.0
78.38,2.571,39.18,2477.0,97.13,1783.2,tarde,CNC,0,11.3,0,419.2
83.16,3.72,33.51,2087.0,85.02,2425.2,tarde,compressor,0,48.5,0,580.0
82.88,2.92,32.6,2111.0,57.5,1731.3,manha,compressor,1,55.5,0,776.3
66.8,2.251,22.49,2199.0,24.36,933.6,noite,compressor,2,68.5,0,817.4
76.18,2.925,27.58,1569.0,60.47,2267.2,tarde,esteira,3,19.8,0,640.6
77.27,2.584,24.22,1117.0,46.2,3446.7,manha,prensa,4,82.3,0,347.5
71.69,2.483,29.69,1467.0,64.77,2061.5,noite,esteira,6,20.0,0,871.3
80.94,1.985,27.65,2672.0,51.61,1331.4,tarde,CNC,1,72.7,0,515.7
82.98,2.602,36.21,1421.0,85.9,4002.0,tarde,esteira,4,25.6,0,764.5
75.89,2.556,26.87,2768.0,55.34,4089.7,noite,CNC,2,79.5,0,721.3
80.47,3.398,34.66,1168.0,73.3,1994.9,manha,prensa,1,100.1,0,496.8
78.21,2.801,30.37,2521.0,86.26,2871.2,noite,bomba,3,30.7,0,580.8
79.04,3.178,33.42,1965.0,74.01,3985.1,tarde,compressor,2,71.9,0,420.0
72.72,2.593,28.93,2719.0,62.95,3424.1,manha,CNC,2,61.9,0,683.5
93.45,3.165,37.43,2612.0,91.17,2823.3,manha,CNC,3,29.6,0,550.0
87.98,2.803,39.05,2792.0,89.49,3342.4,manha,CNC,4,19.1,0,703.2
73.46,2.805,31.36,1454.0,57.97,2988.5,noite,prensa,3,83.4,0,536.3
80.22,1.984,28.22,1504.0,49.58,2347.1,manha,esteira,0,152.4,0,528.6
77.66,2.291,30.02,1498.0,46.65,1026.3,manha,prensa,3,45.2,0,841.6
72.68,2.367,33.47,2658.0,64.61,1202.1,tarde,CNC,1,10.3,0,697.8
78.45,2.527,34.69,2447.0,68.03,3064.8,tarde,bomba,2,6.0,0,645.4
75.34,2.946,30.87,2640.0,70.51,1720.2,manha,CNC,1,58.3,0,404.5
75.7,3.035,29.0,2282.0,49.05,3000.1,noite,bomba,0,15.2,0,660.9
83.51,2.198,36.22,2288.0,79.84,1007.3,tarde,compressor,4,12.5,0,756.7
71.69,2.27,27.56,2111.0,48.35,1414.7,noite,compressor,2,29.0,0,770.9
59.96,1.462,22.94,2339.0,20.84,2061.4,manha,bomba,2,81.9,0,462.5
80.31,3.043,34.02,2553.0,78.32,416.3,manha,CNC,2,77.6,0,543.9
80.08,3.171,27.87,2318.0,62.3,1294.2,tarde,compressor,1,85.2,0,618.5
78.6,1.762,31.82,2400.0,56.87,1537.3,manha,bomba,3,37.4,0,557.1
77.7,2.674,28.53,2628.0,58.87,2587.9,tarde,CNC,4,39.4,0,528.0
90.76,3.971,33.91,1330.0,91.73,1984.1,manha,prensa,2,104.4,1,1.0
78.43,3.214,40.57,2585.0,80.31,2670.7,noite,bomba,5,43.4,0,422.7
55.31,1.431,18.84,1463.0,23.75,2397.9,noite,esteira,2,18.7,0,749.3
76.62,3.409,37.27,2475.0,89.26,1933.8,noite,bomba,2,30.2,0,416.2
77.72,2.675,30.87,1580.0,76.01,1544.0,noite,esteira,1,86.1,0,400.7
77.23,3.31,33.11,1473.0,80.74,2446.9,noite,esteira,1,71.0,0,598.6
79.12,3.009,32.13,1447.0,78.29,4617.6,tarde,esteira,3,48.0,0,521.2
85.77,2.895,34.64,2332.0,90.34,1538.0,tarde,bomba,2,14.2,0,640.2
88.18,2.989,37.7,2720.0,86.22,6219.4,noite,CNC,3,70.6,0,397.4
76.28,3.353,41.5,2658.0,93.52,2474.8,noite,CNC,1,41.8,0,659.8
78.36,1.574,24.33,2409.0,33.3,3813.0,noite,bomba,4,18.5,0,864.8
86.14,2.902,32.13,2510.0,85.34,2890.2,noite,CNC,4,84.8,0,280.0
82.84,2.852,32.61,2775.0,81.35,3141.1,manha,CNC,2,43.5,0,491.8
86.39,3.432,36.54,2661.0,97.32,1287.5,noite,CNC,4,56.4,0,714.2
73.88,2.129,28.65,2257.0,53.93,1710.8,noite,bomba,1,114.4,0,643.0
87.3,3.041,34.83,2589.0,84.97,699.0,tarde,CNC,5,66.3,0,332.9
76.87,2.898,37.64,2478.0,76.89,2032.7,noite,bomba,1,80.8,0,427.8
75.8,2.156,29.93,1285.0,62.76,3312.9,tarde,esteira,1,53.8,0,824.5
76.93,2.147,28.28,1493.0,46.05,2041.9,noite,esteira,1,91.4,0,536.7
82.53,3.356,33.68,2186.0,76.91,3933.6,manha,compressor,4,22.2,0,755.2
77.08,2.241,30.41,2451.0,62.95,1817.2,noite,bomba,2,14.2,0,837.1
73.77,2.975,32.95,2514.0,78.81,1476.1,manha,bomba,5,20.2,0,743.6
86.71,3.097,35.78,1814.0,84.44,1664.6,manha,compressor,0,39.6,0,625.7
80.97,3.389,31.54,2208.0,71.83,3498.5,manha,bomba,5,80.7,0,336.9
80.23,3.391,33.19,2739.0,74.35,5466.5,tarde,CNC,5,36.1,0,453.0
77.11,2.642,25.62,1247.0,43.77,6576.5,manha,prensa,1,79.2,0,381.8
64.55,1.909,28.31,2596.0,33.24,3290.0,noite,CNC,1,58.4,0,720.0
81.1,2.931,28.15,1485.0,48.52,3830.2,tarde,esteira,2,168.8,0,240.0
97.85,3.158,39.63,2453.0,96.53,822.7,noite,bomba,6,59.5,0,240.0
60.57,0.894,20.01,2608.0,17.77,992.4,manha,CNC,2,33.3,0,667.1
79.48,2.755,27.61,1427.0,64.07,1324.8,manha,esteira,5,74.0,0,675.6
79.24,2.716,29.6,2445.0,70.66,4775.8,noite,CNC,2,55.6,0,310.3
63.48,1.064,24.56,1706.0,40.59,4737.3,tarde,esteira,2,22.2,0,794.2
90.39,3.413,35.96,2360.0,88.12,7408.7,tarde,bomba,2,47.5,0,306.8
76.98,3.129,32.91,2849.0,70.37,1304.9,noite,CNC,1,46.8,0,678.9
77.25,2.276,29.54,2467.0,56.19,2182.8,noite,CNC,3,48.7,0,316.1
77.86,1.803,27.2,1564.0,52.87,695.5,tarde,esteira,2,23.4,0,838.2
77.78,3.146,32.43,1872.0,45.09,885.1,noite,compressor,5,153.8,0,590.7
71.41,1.983,26.61,1482.0,41.1,1929.1,tarde,prensa,4,15.5,0,775.2
